medium_multiplier,high_multiplier,balanced_accuracy
0.9,1.075,0.9704554495863217
0.85,1.3,0.9704547012933963
0.825,0.975,0.9704545975714997
0.825,1.95,0.970453557349396
0.925,1.1,0.9704534098202466
1.175,1.4,0.9704510343177405
1.225,1.375,0.9704506801428258
0.8,1.225,0.9704493437390136
1.175,1.825,0.9704488493536085
0.95,1.075,0.9704481240983602
0.925,2.2,0.9704480411460393
0.8,0.95,0.9704472002510419
1.225,1.825,0.9704458523177505
0.825,1.275,0.9704454412943209
1.075,1.6,0.9704445742955178
1.125,1.725,0.9704433147117685
1.075,1.65,0.9704428887043575
1.2,1.35,0.9704412430562931
1.05,1.275,0.9704409223038432
1.025,1.225,0.9704403192089749
0.85,0.95,0.9704403007704915
1.175,1.425,0.9704397345525901
0.9,1.4,0.970439321996096
1.075,1.675,0.970438560252254
1.125,1.225,0.9704375710930706
0.975,1.5,0.9704371051425636
0.825,0.925,0.9704353692235195
1.25,1.95,0.9704353327349259
0.925,1.125,0.9704351387420495
1.175,1.75,0.9704339494577319
1.25,1.525,0.9704331892469543
1.0,1.2,0.9704329218885172
1.175,1.325,0.9704318059697604
1.025,1.6,0.9704311629317961
1.125,1.675,0.970431057676835
0.875,2.075,0.9704310296515913
1.025,1.2,0.9704307050349849
1.2,1.875,0.970430401187954
1.15,1.4,0.9704302974660575
1.0,1.175,0.9704302790275738
1.15,1.3,0.9704293401962745
1.025,1.25,0.9704290194438245
1.125,1.275,0.9704289141888635
0.925,1.05,0.9704272101592197
1.1,1.25,0.9704264484153775
0.975,1.525,0.9704258053774133
1.25,1.925,0.9704257185609358
1.125,1.75,0.9704250436335712
1.25,1.5,0.9704235750729643
0.825,1.0,0.9704223838672089
1.025,1.575,0.970421548757806
0.8,0.9,0.970421000590015
1.15,1.375,0.9704206832920673
1.175,1.375,0.9704205062046101
1.0,1.575,0.9704167942982916
0.975,1.0,0.9704164616279893
0.9,1.1,0.9704162645689841
0.85,1.325,0.9704155162760587
0.9,2.15,0.9704152243468802
1.0,1.225,0.9704146508103201
1.0,1.025,0.9704144218619143
0.975,1.175,0.9704140477154516
1.2,1.85,0.9704138157009171
0.85,2.025,0.9704123325659832
1.25,1.275,0.9704120463594083
1.225,1.925,0.9704119530222993
0.975,1.35,0.9704116338029141
1.25,1.425,0.9704113180380309
1.15,1.35,0.9704110691180773
0.8,1.25,0.9704101587216759
1.225,1.5,0.970409809534328
1.225,1.25,0.9704095805859224
0.875,1.025,0.9704085130736115
0.9,1.025,0.9704083359861543
1.05,1.65,0.9704082092265806
0.8,0.975,0.9704080152337043
1.075,1.225,0.9704075742423122
1.25,1.725,0.970407218534333
1.2,1.225,0.9704071148124364
0.975,0.975,0.9704068474539992
0.925,1.425,0.9704067541168905
1.0,1.15,0.9704067222274902
1.125,1.35,0.9704063146585629
1.0,1.0,0.9704048076879244
0.875,1.05,0.970404184621508
1.125,1.325,0.9704036717976194
0.8,2.05,0.9704028755079026
0.975,1.2,0.9704027479503013
0.925,1.45,0.970402425664787
0.925,1.275,0.9704021967163814
1.125,1.375,0.9704019862064591
1.225,1.4,0.9704018809514983
1.1,1.725,0.9704016639209447
1.075,1.1,0.9704013312506427
1.05,1.45,0.9704010089651284
1.025,1.05,0.9704009052432316
1.225,1.475,0.9704001953603378
1.05,1.075,0.9703988654771568
1.05,1.2,0.9703981371557795
1.175,1.2,0.9703976777259037
1.15,1.8,0.9703975843887949
0.95,0.95,0.9703974103674664
1.125,1.55,0.9703969294329783
1.25,1.25,0.9703954608723713
1.15,1.175,0.9703952119524178
0.875,1.375,0.9703950283443291
0.975,1.125,0.9703948193674715
1.125,1.15,0.9703947859450067
0.85,1.0,0.9703941444401071
1.2,1.475,0.9703934011347485
1.025,1.175,0.9703932056088075
0.95,0.975,0.970393081915363
1.175,1.85,0.970393078849234
1.225,1.225,0.9703929950988854
1.1,1.35,0.9703925491199265
0.9,0.9,0.9703924788204947
1.2,1.375,0.9703924438649655
1.1,1.125,0.9703923201715209
1.075,1.075,0.9703917170766525
1.025,1.025,0.9703912910692417
1.225,1.7,0.9703908101347535
1.2,1.2,0.9703905293253995
0.8,1.9,0.9703903895245635
1.1,1.325,0.9703899062589832
1.05,1.05,0.9703892513031667
1.1,1.525,0.9703874923464456
0.975,1.45,0.970387348681453
1.025,1.4,0.9703864632441664
0.875,1.075,0.9703859135433109
1.175,1.625,0.9703858785877816
0.95,1.3,0.9703856112293444
0.95,2.275,0.9703852993286181
0.875,1.0,0.9703849562735279
0.925,0.925,0.9703834677413729
0.9,1.25,0.9703833225433159
1.175,1.35,0.9703830067784326
1.1,1.1,0.9703827059975308
1.025,1.425,0.9703821347920628
0.95,1.325,0.9703812827772409
1.225,1.675,0.9703811959607633
0.9,0.925,0.9703811790553444
1.175,1.175,0.9703810922388668
1.075,1.325,0.9703806462599078
0.925,0.95,0.9703791392892693
1.15,1.15,0.9703786264653808
0.875,1.35,0.9703784428572924
0.95,1.1,0.970378410967892
1.125,1.125,0.9703782004579699
0.875,0.875,0.9703760704209151
1.075,1.5,0.9703755894864269
1.2,1.675,0.970374401735174
0.85,1.175,0.9703734594493723
1.075,1.475,0.9703729466254837
1.025,1.525,0.9703717922966955
0.85,0.975,0.9703705876400233
0.8,0.8,0.9703702868591214
1.25,1.45,0.9703694901597499
0.85,1.025,0.970368902048863
0.825,1.3,0.970368756850806
0.85,0.85,0.9703686731004573
1.0,1.4,0.9703677661585582
1.225,1.425,0.9703670243862641
1.15,1.325,0.9703665983788531
1.125,1.3,0.9703661723714422
1.075,1.25,0.9703657463640312
1.0,1.375,0.970365123297615
0.875,0.9,0.9703647706557647
0.925,1.375,0.9703639689688267
0.825,0.825,0.9703637415534855
1.15,1.6,0.9703624988751552
1.15,1.575,0.970359856014212
0.9,1.05,0.9703595367948266
0.825,0.95,0.9703586847800046
0.95,1.175,0.9703584542985345
1.25,1.75,0.9703584193430053
0.8,0.925,0.9703582587725936
1.2,1.4,0.9703575872997314
0.925,1.075,0.9703574970287517
0.85,0.875,0.970357373335307
0.875,1.2,0.9703572999697463
0.9,2.275,0.970357039929968
0.875,2.1,0.9703569880690198
1.1,1.275,0.9703567352849095
0.875,1.3,0.9703565716483689
1.05,1.225,0.9703563092774985
1.25,1.3,0.9703562758550337
1.175,1.45,0.9703560787960285
0.9,2.3,0.9703527114778644
0.825,0.85,0.9703524417883352
0.8,0.825,0.9703520157809242
0.825,1.975,0.9703516305146369
1.2,1.65,0.9703508449350902
0.85,0.925,0.9703487164310998
0.825,1.15,0.9703476139632597
1.225,1.275,0.970346838768501
0.975,1.025,0.9703467484975213
0.875,2.25,0.970345917252275
1.0,1.05,0.9703447087314462
1.2,1.25,0.9703443729950151
0.85,1.05,0.9703436596576189
0.975,1.325,0.9703436062636063
0.925,2.225,0.9703434714503372
1.05,1.3,0.9703433239211878
1.25,1.55,0.9703425621773457
1.125,1.575,0.9703411589286038
1.225,1.525,0.9703400964038599
0.875,1.225,0.9703390288915491
1.075,1.125,0.9703385894332213
1.025,1.275,0.970338392374216
1.05,1.475,0.970338267147707
1.025,1.075,0.9703381634258103
1.05,1.1,0.9703361236597354
1.175,1.225,0.9703349359084824
0.8,2.025,0.9703348479685947
0.925,2.275,0.9703348145461299
0.875,2.15,0.9703343885387191
0.85,2.15,0.9703332342099307
1.15,1.425,0.9703326990834021
0.925,1.3,0.9703324835859132
1.0,1.25,0.9703309950537582
0.8,1.1,0.970330602468812
0.925,1.15,0.9703305690463474
0.95,1.0,0.9703303400979416
0.8,1.925,0.9703302905680856
1.175,1.65,0.9703301080834071
1.1,1.15,0.9703295783540996
0.85,2.175,0.9703289057578272
1.225,1.725,0.9703280683173321
0.975,1.225,0.9703260635067864
1.15,1.2,0.9703254988219497
1.125,1.4,0.9703253017629443
1.25,1.7,0.9703252483689315
1.125,1.175,0.9703250728145386
0.9,1.225,0.9703222663170549
0.825,2.025,0.9703220596712895
0.975,1.375,0.9703210067333056
0.825,2.125,0.9703196457587517
0.8,1.125,0.9703193027036617
0.9,1.125,0.9703186661863287
0.9,2.225,0.9703185832340079
0.95,1.275,0.9703175836900367
0.8,1.975,0.970317305211775
1.2,1.5,0.9703167166912335
1.25,1.675,0.9703156341949414
0.975,1.25,0.9703147637416359
1.25,1.325,0.9703144479767528
0.9,0.95,0.9703114659248762
1.025,1.375,0.9703114643918117
1.075,1.35,0.9703109331294396
1.175,1.6,0.9703108797354268
0.825,1.025,0.9703108428584599
0.925,0.975,0.9703094261588013
1.1,1.375,0.9703088933633648
0.9,1.15,0.9703073664211783
1.075,1.375,0.9703066046773362
0.875,2.225,0.9703057749651544
1.225,1.3,0.9703050108902201
1.0,1.35,0.970304067071354
1.1,1.55,0.9703038365898838
1.25,1.6,0.9703033771600081
1.1,1.475,0.9703028793201008
0.85,2.1,0.9703017488270173
1.175,1.575,0.9703012655614369
1.25,1.575,0.9703007342990647
1.175,1.475,0.9703003082916539
0.9,0.975,0.9703001661597259
0.9,1.275,0.9702996667867542
1.225,1.65,0.9702992257953619
1.1,1.5,0.9702985508679974
1.025,1.45,0.970298479035501
1.2,1.3,0.9702982166646307
1.0,1.425,0.97029805302809
1.2,1.7,0.9702977172916589
0.95,1.35,0.9702976270206792
0.8,1.0,0.9702964742249552
0.875,1.175,0.9702962437434852
1.175,1.5,0.9702959798395504
1.25,1.775,0.9702956775255839
0.875,1.1,0.9702952864737023
0.875,0.925,0.9702950575252967
0.85,2.05,0.9702938202441874
0.825,2.1,0.9702934460977248
1.075,1.525,0.9702919337298651
1.075,1.45,0.9702909764600823
0.85,0.9,0.9702876602048388
1.225,1.575,0.9702869687604286
1.15,1.475,0.9702865427530177
1.15,1.625,0.9702858144316403
0.9,2.2,0.9702854122599339
